GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
ChwijunTime_Server,com.gsm.chwijuntime.model.response,SingleResult,10,0,0,0,3,0,3,0,3,0
ChwijunTime_Server,com.gsm.chwijuntime.model.response,ListResult,10,0,0,0,3,0,3,0,3,0
ChwijunTime_Server,com.gsm.chwijuntime.model.response,CommonResult,24,0,0,0,5,0,7,0,7,0
ChwijunTime_Server,com.gsm.chwijuntime.controller.exception,ExceptionController,16,0,0,0,4,0,4,0,4,0
ChwijunTime_Server,com.gsm.chwijuntime.service.tag,TagServiceImpl,102,0,6,0,22,0,10,0,7,0
ChwijunTime_Server,com.gsm.chwijuntime.handler,CustomAuthenticationEntryPointHandler,7,0,0,0,3,0,2,0,2,0
ChwijunTime_Server,com.gsm.chwijuntime.handler,CustomAccessDeniedHandler,11,0,0,0,4,0,3,0,3,0
ChwijunTime_Server,com.gsm.chwijuntime.service.dev,DevServiceImpl,84,0,8,0,18,0,7,0,3,0
ChwijunTime_Server,com.gsm.chwijuntime.service.correction,CorrectionServiceImpl,201,0,8,0,37,0,13,0,9,0
ChwijunTime_Server,com.gsm.chwijuntime.service.consultinguser,ConsultingUserServiceImpl,119,0,2,0,24,0,6,0,5,0
ChwijunTime_Server,com.gsm.chwijuntime.security,JwtTokenFilterConfigurer,18,0,0,0,4,0,2,0,2,0
ChwijunTime_Server,com.gsm.chwijuntime.security,JwtAuthenticationFilter,52,0,4,0,14,0,5,0,3,0
ChwijunTime_Server,com.gsm.chwijuntime.security,JwtTokenProvider,160,0,6,0,34,0,16,0,13,0
ChwijunTime_Server,com.gsm.chwijuntime.security,CustomUserDetailService,22,0,0,0,3,0,3,0,3,0
ChwijunTime_Server,com.gsm.chwijuntime.security,SecurityConfiguration,148,0,0,0,20,0,5,0,5,0
